LSOA21CD,dpi_normalized,Pct of population speaks no or little English normalized,Pct umemp or econo inactive normalized,Pct household deprivation normalized,score
E01000690,8.65,0.22,4.14,2.82127031,15.83127031
E01000691,7.98,0.24,3.68,4.017725258,15.91772526
E01000692,7.78,0.36,3.8,3.17577548,15.11577548
E01000693,7.34,0.29,6.2,4.519940916,18.34994092
E01000694,8.37,0.15,4.29,2.304283604,15.1142836
E01000695,7.74,0.05,4.3,2.525849335,14.61584934
E01000696,8.77,0.11,5.04,2.58493353,16.50493353
E01000697,8.81,0.19,3.33,2.259970458,14.58997046
E01000698,8.02,0.25,4.77,2.407680945,15.44768095
E01000699,9.05,0.51,2.74,4.1211226,16.4211226
E01000700,8.21,0.41,3.21,3.545051699,15.3750517
E01000701,9.17,0.39,2.87,2.688330871,15.11833087
E01000702,8.69,0.52,2.56,2.806499261,14.57649926
E01000703,8.69,0.38,3.29,3.308714919,15.66871492
E01000704,7.98,0.63,3.32,4.135893648,16.06589365
E01000705,8.53,0.57,3.49,4.431314623,17.02131462
E01000706,7.94,0.43,3.44,3.988183161,15.79818316
E01000707,8.65,0.13,2.48,1.683899557,12.94389956
E01000708,9.17,0.33,3.5,3.072378139,16.07237814
E01000709,7.22,0.37,3.98,3.825701625,15.39570163
E01000710,8.57,0.42,2.73,2.245199409,13.96519941
E01000711,8.25,0.39,3.1,3.101920236,14.84192024
E01000712,8.65,0.28,3.37,2.629246677,14.92924668
E01000713,8.41,0.3,3.26,2.658788774,14.62878877
E01000714,8.61,0.55,3.08,3.692762186,15.93276219
E01000715,7.5,0.25,3.83,3.338257016,14.91825702
E01000716,8.21,0.2,4.77,2.909896603,16.0898966
E01000717,8.37,0.58,3.53,3.161004431,15.64100443
E01000718,8.77,0.48,3.73,5.007385524,17.98738552
E01000719,8.1,0.46,3.78,5.627769572,17.96776957
E01000720,8.25,0.31,4.17,5.731166913,18.46116691
E01000721,8.37,0.63,4.34,6.381093058,19.72109306
E01000722,7.78,0.5,3.74,4.741506647,16.76150665
E01000723,7.42,0.18,5.11,4.844903988,17.55490399
E01000724,7.82,0.46,4.37,6.381093058,19.03109306
E01000725,7.62,0.34,4.36,4.963072378,17.28307238
E01000726,7.54,0.32,4.32,4.697193501,16.8771935
E01000727,7.66,0.39,4.42,4.564254062,17.03425406
E01000728,7.46,0.71,4.84,5.923190547,18.93319055
E01000729,7.62,0.42,4.23,6.971935007,19.24193501
E01000730,7.54,0.47,4.44,7.0605613,19.5105613
E01000731,7.3,0.59,4.16,5.672082718,17.72208272
E01000732,7.82,0.27,4.01,4.268833087,16.36883309
E01000733,7.7,0.29,3.77,4.327917282,16.08791728
E01000734,8.77,0.14,3.85,3.781388479,16.54138848
E01000735,7.66,0.24,4.39,5.745937962,18.03593796
E01000736,7.42,0.3,4.35,5.937961595,18.0079616
E01000737,7.18,0.45,4.25,6.041358936,17.92135894
E01000738,7.26,0.37,4.1,5.243722304,16.9737223
E01000739,7.46,0.47,4.89,6.82422452,19.64422452
E01034383,8.85,1.15,2.9,5.450516987,18.35051699
E01000741,8.61,0.75,2.44,3.515509601,15.3155096
E01000742,8.45,0.6,2.75,3.988183161,15.78818316
E01000743,7.38,1.17,4.81,6.262924668,19.62292467
E01000744,7.58,1.12,4.82,6.58788774,20.10788774
E01000745,8.77,0.51,2.73,3.973412112,15.98341211
E01000746,8.17,0.48,2.79,3.604135894,15.04413589
E01000747,8.57,0.13,4.21,4.180206795,17.0902068
E01000748,6.98,0.04,5.16,4.623338257,16.80333826
E01000749,7.26,0.09,5.09,4.224519941,16.66451994
E01000750,5.52,0.15,5.64,6.410635155,17.72063516
E01000751,8.37,0.34,4.01,3.781388479,16.50138848
E01000752,6.39,0.09,4.95,4.652880355,16.08288036
E01000753,7.98,0.04,4.71,3.471196455,16.20119646
E01000754,8.06,0.25,3.9,3.692762186,15.90276219
E01000755,7.66,0.16,4.32,3.633677991,15.77367799
E01000756,8.29,0.3,4.77,3.41211226,16.77211226
E01000757,7.58,0.02,4.91,2.762186115,15.27218612
E01000758,8.21,0.1,4.07,3.087149188,15.46714919
E01000759,7.86,0.07,3.93,3.618906942,15.47890694
E01000760,7.46,0.18,4.74,4.283604136,16.66360414
E01000761,8.1,0.1,4.25,3.264401773,15.71440177
E01000762,8.25,0.13,3.73,3.042836041,15.15283604
E01000763,7.74,0.13,4.07,2.747415066,14.68741507
E01000764,7.66,0.3,3.95,4.224519941,16.13451994
E01000765,8.53,0.19,4.09,3.559822747,16.36982275
E01000766,7.74,0.12,3.99,1.831610044,13.68161004
E01000767,7.7,0,4.22,2.924667651,14.84466765
E01000768,7.78,0.05,4.93,3.515509601,16.2755096
E01000769,8.06,0.21,4.49,3.471196455,16.23119646
E01000770,7.46,0.1,5.32,3.397341211,16.27734121
E01000771,8.1,0.29,4.29,3.013293944,15.69329394
E01000772,7.5,0.19,5.05,3.205317578,15.94531758
E01000773,6.43,0.28,3.99,3.264401773,13.96440177
E01000774,7.62,0.3,3.65,3.028064993,14.59806499
E01000775,8.41,0.18,4.11,3.205317578,15.90531758
E01000777,8.29,0.39,3.56,3.249630724,15.48963072
E01000778,8.49,0.3,3.54,3.855243722,16.18524372
E01000779,7.98,0.68,4.5,4.180206795,17.3402068
E01000780,8.41,0.52,4.25,5.007385524,18.18738552
E01000781,8.21,0.59,4.31,5.937961595,19.0479616
E01000782,8.37,0.95,4.41,6.82422452,20.55422452
E01000783,8.25,0.54,4.12,5.686853767,18.59685377
E01000784,9.13,0.48,3.56,3.353028065,16.52302807
E01000785,7.86,0.6,4.12,5.937961595,18.5179616
E01000786,7.9,0.15,5.1,4.460856721,17.61085672
E01000787,6.55,0.37,5.02,6.011816839,17.95181684
E01000788,8.41,0.63,4.44,4.711964549,18.19196455
E01000789,8.41,0.28,4.76,7.208271787,20.65827179
E01000790,8.41,0.54,3.27,3.76661743,15.98661743
E01000791,7.26,0.32,4.97,4.785819793,17.33581979
E01000792,8.73,0.34,4.37,3.825701625,17.26570163
E01000793,7.82,0.14,4.82,3.161004431,15.94100443
E01000794,7.58,0.12,5.07,3.500738552,16.27073855
E01000795,8.06,0.27,4.75,4.490398818,17.57039882
E01000796,8.37,0.79,4.23,6.632200886,20.02220089
E01000797,8.17,0.43,3.65,2.747415066,14.99741507
E01000798,7.5,0.97,4.05,6.484490399,19.0044904
E01000799,8.25,1.02,3.22,4.150664697,16.6406647
E01000800,8.53,0.58,3,4.623338257,16.73333826
E01000801,8.33,0.7,3.88,5.066469719,17.97646972
E01000802,8.13,0.57,2.89,3.589364845,15.17936485
E01000803,8.45,0.37,3.41,4.00295421,16.23295421
E01000804,8.53,0.2,3.85,3.397341211,15.97734121
E01000805,8.13,0.7,3.32,4.032496307,16.18249631
E01000806,8.73,0.8,3.25,5.420974889,18.20097489
E01000807,8.25,0.38,3.99,2.880354505,15.50035451
E01000808,7.26,0.17,4.51,3.264401773,15.20440177
E01000809,7.66,0.05,4.42,3.456425406,15.58642541
E01000810,8.1,0.1,4.43,2.614475628,15.24447563
E01000811,8.13,0.16,3.61,2.924667651,14.82466765
E01000812,8.57,0.49,4.5,3.515509601,17.0755096
E01000813,8.06,0.19,4.49,3.943870015,16.68387002
E01000814,8.25,0.19,4.75,2.570162482,15.76016248
E01000815,8.45,0.12,4.6,1.639586411,14.80958641
E01000816,7.54,0.45,3.82,3.707533235,15.51753324
E01000818,8.53,0.31,3.97,3.131462334,15.94146233
E01000819,7.1,0.74,4.18,4.844903988,16.86490399
E01000820,7.9,0.41,4.36,3.677991137,16.34799114
E01000822,8.1,0.43,3.47,3.781388479,15.78138848
E01000823,8.61,0.35,3.36,2.658788774,14.97878877
E01000824,8.89,0.83,2.91,3.88478582,16.51478582
E01000825,8.21,0.42,3.65,4.431314623,16.71131462
E01000826,8.61,0.11,4.51,1.935007386,15.16500739
E01000827,8.21,0.33,4.54,3.604135894,16.68413589
E01000828,8.1,0.17,4.14,3.367799114,15.77779911
E01000829,8.25,0.49,3.07,3.249630724,15.05963072
E01000830,8.37,0.21,4.52,1.875923191,14.97592319
E01000831,7.66,0.28,4.65,3.353028065,15.94302807
E01000832,7.66,0.47,4.33,3.264401773,15.72440177
E01000833,8.1,0.08,4.08,1.772525849,14.03252585
E01000834,8.29,0.14,3.34,2.437223043,14.20722304
E01000835,7.98,0.66,4.12,3.810930576,16.57093058
E01000836,8.29,0.19,3.39,2.289512555,14.15951256
E01000837,7.54,0.24,4.43,4.623338257,16.83333826
E01000838,7.02,0.05,4.65,3.618906942,15.33890694
E01000839,8.25,0.16,4.55,3.116691285,16.07669129
E01000840,6.63,0.07,6.03,4.874446086,17.60444609
E01000841,7.7,0.2,4.14,3.382570162,15.42257016
E01000842,8.06,0.75,3.29,2.717872969,14.81787297
E01000843,8.57,0.26,2.98,3.101920236,14.91192024
E01000844,8.85,0.34,2.77,3.796159527,15.75615953
E01000845,8.69,0.54,3.32,3.397341211,15.94734121
E01000846,8.37,0.99,4.9,6.558345643,20.81834564
E01000847,8.1,1.39,5,5.214180207,19.70418021
E01000848,8.53,0.35,2.89,2.983751846,14.75375185
E01000849,8.17,0.53,2.87,3.825701625,15.39570163
E01000850,8.53,0.47,4.75,3.633677991,17.38367799
E01000851,8.69,0.67,6.01,4.00295421,19.37295421
E01035711,8.45,1.18,7.39,5.982274742,23.00227474
E01000853,5.56,1.9,6.44,7.163958641,21.06395864
E01035711,7.7,1.18,7.39,5.982274742,22.25227474
E01000855,7.94,0.64,4.64,6.129985229,19.34998523
E01000856,8.17,1.71,4.76,5.64254062,20.28254062
E01000857,8.25,0.51,4.16,4.327917282,17.24791728
E01000858,8.45,1.3,4.96,6.203840473,20.91384047
E01000859,8.21,0.22,3.45,2.658788774,14.53878877
E01000860,6.63,0.51,5.13,5.908419498,18.1784195
E01000861,8.29,0.83,4.05,6.248153619,19.41815362
E01000862,8.53,0.39,3.31,2.614475628,14.84447563
E01000863,9.13,0.69,4.53,4.785819793,19.13581979
E01035707,8.49,0.44,3.51,3.899556869,16.33955687
E01035707,8.41,0.44,3.51,3.899556869,16.25955687
E01000866,8.29,0.93,4.3,5.967503693,19.48750369
E01000867,8.65,1.99,4.79,6.041358936,21.47135894
E01000868,8.02,1.2,4.54,6.573116691,20.33311669
E01000869,8.49,0.78,4,4.859675037,18.12967504
E01000870,8.29,0.63,3.86,5.583456425,18.36345643
E01000871,8.53,0.81,3.86,3.737075332,16.93707533
E01000872,8.25,1.58,3.34,5.923190547,19.09319055
E01000873,8.69,0.27,2.76,3.042836041,14.76283604
E01000874,8.73,0.55,3.16,2.496307238,14.93630724
E01000875,7.94,1.15,3.14,5.096011817,17.32601182
E01000876,8.13,1.11,3.82,5.243722304,18.3037223
E01000877,8.61,0.5,2.84,3.796159527,15.74615953
E01000878,9.25,0.89,4.38,2.614475628,17.13447563
E01000879,8.49,0.66,3.36,2.747415066,15.25741507
E01000880,9.6,0.5,3.31,2.200886263,15.61088626
E01000881,8.93,0.74,3.66,3.574593796,16.9045938
E01000882,8.97,0.19,3.1,2.008862629,14.26886263
E01000883,9.17,0.83,2.85,4.062038405,16.91203841
E01000884,9.21,0.68,4.01,2.599704579,16.49970458
E01000885,7.98,0.59,4.35,2.156573117,15.07657312
E01000886,8.1,0.32,3.38,3.353028065,15.15302807
E01000887,8.61,0.85,3.23,3.825701625,16.51570163
E01000888,8.21,0.48,4.1,4.682422452,17.47242245
E01000889,7.7,1.08,5.33,6.779911374,20.88991137
E01000890,7.7,1.69,5.78,8.301329394,23.47132939
E01000891,7.34,1.42,5.38,7.813884786,21.95388479
E01000892,8.21,0.75,3.84,4.401772526,17.20177253
E01000893,9.01,0.21,3.31,2.614475628,15.14447563
E01000894,8.53,0.22,3.85,1.713441654,14.31344165
E01000895,7.7,0.61,4.11,4.076809453,16.49680945
E01000896,8.73,0.2,3.29,1.728212703,13.9482127
E01000897,9.05,0.18,3.26,1.536189069,14.02618907
E01000898,8.13,0.69,3.79,6.203840473,18.81384047
E01000899,9.25,0.34,3.84,1.861152142,15.29115214
E01000900,7.38,0.93,3.94,5.228951256,17.47895126
E01000901,8.37,1.61,4.87,7.149187592,21.99918759
E01000902,7.42,1.25,5.43,6.809453471,20.90945347
E01000903,7.74,0.88,3.87,4.298375185,16.78837519
E01000904,7.94,1.57,4.87,6.159527326,20.53952733
E01000905,6.83,1.72,5.42,8.094534712,22.06453471
E01000906,8.69,0.58,2.79,2.747415066,14.80741507
E01000907,7.74,0.54,4.81,6.011816839,19.10181684
E01000908,7.14,0.4,5.09,6.174298375,18.80429838
E01000909,8.17,0.14,4.17,3.323485968,15.80348597
E01000910,9.01,0.38,3.33,2.629246677,15.34924668
E01000911,7.7,0.63,4.52,5.096011817,17.94601182
E01000912,7.5,0.91,4.64,6.35155096,19.40155096
E01000913,8.73,0.16,4.41,1.521418021,14.82141802
E01000914,8.33,0.67,4.84,4.889217134,18.72921713
E01000915,7.9,1.89,5.26,6.617429838,21.66742984
E01000916,8.29,0.91,4.17,4.756277696,18.1262777
E01000917,6.15,1.42,5.64,7.045790251,20.25579025
E01000918,8.25,1.23,5.77,4.918759232,20.16875923
E01000919,8.33,0.87,5.46,5.258493353,19.91849335
E01000920,8.29,1.31,4.31,4.815361891,18.72536189
E01000921,8.61,0.84,2.6,4.490398818,16.54039882
E01000922,8.33,2.06,5.16,5.110782866,20.66078287
E01000923,8.06,0.45,3.69,4.1211226,16.3211226
E01000924,8.65,0.38,3.35,3.781388479,16.16138848
